ferme_id,producteur_nom,coop_id,village,departement,region,surface_ha,annee_installation
2065,Fatou Ouattara,36,Ouragahio,Gagnoa,Fromager,2.59,1995
2066,Adjoba Kouamé,2,Tiassalé,Agboville,Agnéby-Tiassa,2.31,1992
2067,Aya Koné,6,Anyama,Abidjan,Lagunes,2.14,2013
2068,Aristide Fofana,92,Abidjan,Abidjan,Lagunes,3.7,2004
2069,Yves Touré,111,Gagnoa,Gagnoa,Gôh-Djiboua,4.51,2017
2070,Gaston Dosso,112,Yamoussoukro,Yamoussoukro,Lacs,3.64,1992
2071,Kouakou Kacou,34,Agboville,Agboville,Agnéby-Tiassa,2.49,1990
2072,Cédric Koné,110,Oumé,Gagnoa,Fromager,2.16,1998
2073,Gaston Kouamé,64,Agboville,Agboville,Agnéby-Tiassa,2.19,2001
2074,Aya Yao,11,San-Pédro,San-Pédro,Bas-Sassandra,1.35,2018
2075,Yves Diabaté,68,Man,Man,Montagnes,4.64,2013
2076,Yacouba Ouattara,19,Soubré,San-Pédro,Bas-Sassandra,0.8,2021
2077,Salimata Dosso,101,Bingerville,Abidjan,Lagunes,2.74,1998
2078,Didier Kouassi,100,Soubré,San-Pédro,Bas-Sassandra,3.71,1992
2079,Ismaël Coulibaly,15,Danané,Man,Montagnes,7.92,1990
2080,Cédric Coulibaly,108,Ouragahio,Gagnoa,Fromager,3.54,1999
2081,Ibrahim Fofana,81,Abidjan,Abidjan,Lagunes,2.83,1994
2082,Aminata Soro,50,Danané,Man,Montagnes,2.42,2009
2083,Aristide Ouattara,90,Gagnoa,Gagnoa,Gôh-Djiboua,4.7,1993
2084,Cédric Coulibaly,79,Abidjan,Abidjan,Lagunes,2.49,2016
2085,Kouakou Koné,63,Gagnoa,Gagnoa,Gôh-Djiboua,0.68,2018
2086,Yacouba Soro,82,Soubré,San-Pédro,Bas-Sassandra,2.33,1991
2087,Kouakou N’Guessan,85,Divo,Gagnoa,Gôh-Djiboua,1.78,2008
2088,Ibrahim Kouamé,67,Anyama,Abidjan,Lagunes,1.86,2005
2089,Gaston Touré,60,Daloa,Daloa,Sassandra-Marahoué,2.02,2017
2090,Yao Soro,41,Ouragahio,Gagnoa,Fromager,1.7,1992
2091,Abdou Dosso,67,Danané,Man,Montagnes,2.12,2009
2092,Aminata Soro,56,Guiglo,Man,Montagnes,1.26,2010
2093,Aïcha Bamba,57,Bingerville,Abidjan,Lagunes,6.15,1991
2094,Mariam N’Guessan,87,Ouragahio,Gagnoa,Fromager,5.42,1995
2095,Aïcha Yao,12,Anyama,Abidjan,Lagunes,0.83,2004
2096,Arnaud Kouassi,31,San-Pédro,San-Pédro,Bas-Sassandra,4.62,2019
2097,Mariam Kouassi,68,San-Pédro,San-Pédro,Bas-Sassandra,4.19,2014
2098,Salimata Koné,58,Guiglo,Man,Montagnes,2.13,1998
2099,Yacouba Diabaté,49,Tiassalé,Agboville,Agnéby-Tiassa,3.98,2011
2100,Aristide Kouassi,98,Sassandra,San-Pédro,Bas-Sassandra,3.5,2002
2101,Koffi Kacou,37,Vavoua,Daloa,Sassandra-Marahoué,3.87,2001
2102,Gaston Kacou,114,Issia,Daloa,Sassandra-Marahoué,6.33,2021
2103,Aristide Diabaté,81,Tiassalé,Agboville,Agnéby-Tiassa,3.61,2001
2104,Fatou Kouassi,66,Sassandra,San-Pédro,Bas-Sassandra,4.78,2018
2105,Gaston N’Guessan,26,Soubré,San-Pédro,Bas-Sassandra,3.44,1994
2106,Yao Bamba,45,Ouragahio,Gagnoa,Fromager,3.22,2014
2107,Kouadio Fofana,26,Issia,Daloa,Sassandra-Marahoué,2.93,2019
2108,Moussa Kacou,34,Yamoussoukro,Yamoussoukro,Lacs,4.35,1995
2109,Yves Diabaté,30,San-Pédro,San-Pédro,Bas-Sassandra,1.63,2002
2110,Ismaël Assé,96,San-Pédro,San-Pédro,Bas-Sassandra,9.11,1990
2111,Fatou Coulibaly,2,Divo,Gagnoa,Gôh-Djiboua,5.51,2013
2112,Aristide Yao,38,Danané,Man,Montagnes,1.02,2010
2113,Moussa Soro,108,Oumé,Gagnoa,Fromager,1.69,2019
2114,Gaston Fofana,108,Issia,Daloa,Sassandra-Marahoué,1.33,1998
2115,Aya Koné,65,Soubré,San-Pédro,Bas-Sassandra,4.56,2012
2116,Mariam Koné,108,Guiglo,Man,Montagnes,1.07,1998
2117,Yacouba Yao,97,Abidjan,Abidjan,Lagunes,2.13,2017
2118,Ibrahim Koné,29,Divo,Gagnoa,Gôh-Djiboua,2.57,2013
2119,Adjoba Traoré,67,Agboville,Agboville,Agnéby-Tiassa,2.94,1993
2120,Cédric Assé,56,Toumodi,Yamoussoukro,Lacs,2.35,1998
2121,Aïcha Ouattara,48,Abidjan,Abidjan,Lagunes,2.58,1991
2122,Gaston Assé,33,Man,Man,Montagnes,4.38,1992
2123,Aminata Traoré,95,Agboville,Agboville,Agnéby-Tiassa,3.49,2003
2124,Adjoba Kouassi,117,Agboville,Agboville,Agnéby-Tiassa,2.41,1999
2125,Kouadio Kacou,4,Ouragahio,Gagnoa,Fromager,2.07,2017
2126,Aya Traoré,59,Abidjan,Abidjan,Lagunes,1.93,2016
2127,Aristide Traoré,52,Abidjan,Abidjan,Lagunes,3.07,1996
2128,Kouakou Ouattara,76,Anyama,Abidjan,Lagunes,1.1,1998
2129,Aristide Coulibaly,69,Soubré,San-Pédro,Bas-Sassandra,5.56,2000
2130,Cédric Traoré,57,Vavoua,Daloa,Sassandra-Marahoué,1.38,2004
2131,Mariam Kacou,65,Gagnoa,Gagnoa,Gôh-Djiboua,1.87,1991
2132,Aya Ouattara,66,Oumé,Gagnoa,Fromager,3.58,2000
2133,Salimata Fofana,74,Agboville,Agboville,Agnéby-Tiassa,4.33,2010
2134,Cédric Kacou,116,Divo,Gagnoa,Gôh-Djiboua,2.48,2009
2135,Kouadio Assé,51,Oumé,Gagnoa,Fromager,5.96,2018
2136,Mariam Kouamé,75,Man,Man,Montagnes,2.45,2018
2137,Aya Kouamé,87,Toumodi,Yamoussoukro,Lacs,1.17,2021
2138,Didier Kouamé,76,Danané,Man,Montagnes,1.9,1994
2139,Kouakou Assé,101,Man,Man,Montagnes,1.92,1994
2140,Ibrahim Dosso,11,Man,Man,Montagnes,3.59,1990
2141,Ismaël N’Guessan,10,Divo,Gagnoa,Gôh-Djiboua,0.95,2001
2142,Aminata Dosso,26,Gagnoa,Gagnoa,Gôh-Djiboua,1.53,1991
2143,Koffi Kouamé,119,San-Pédro,San-Pédro,Bas-Sassandra,5.36,2002
2144,Yao Traoré,14,Anyama,Abidjan,Lagunes,2.84,2007
2145,Ismaël Soro,43,Guiglo,Man,Montagnes,3.08,2006
2146,Cédric Coulibaly,29,Oumé,Gagnoa,Fromager,1.63,1993
2147,Fatou Bamba,113,Divo,Gagnoa,Gôh-Djiboua,4.78,2010
2148,Kouadio Kouassi,58,Tiassalé,Agboville,Agnéby-Tiassa,1.98,2019
2149,Aristide Kouamé,48,Sassandra,San-Pédro,Bas-Sassandra,1.59,2010
2150,Gaston Traoré,31,San-Pédro,San-Pédro,Bas-Sassandra,2.24,2008
2151,Moussa Coulibaly,26,Issia,Daloa,Sassandra-Marahoué,2.61,1997
2152,Aristide Traoré,68,Tiassalé,Agboville,Agnéby-Tiassa,5.49,2017
2153,Didier Dosso,10,Agboville,Agboville,Agnéby-Tiassa,3.01,2014
2154,Kouakou Bamba,62,Gagnoa,Gagnoa,Gôh-Djiboua,6.17,2016
2155,Aïcha N’Guessan,10,Soubré,San-Pédro,Bas-Sassandra,3.09,2010
2156,Ibrahim Soro,66,Man,Man,Montagnes,4.51,2015
2157,Ibrahim Assé,119,Man,Man,Montagnes,9.19,2010
2158,Kouakou Touré,69,Bingerville,Abidjan,Lagunes,2.94,1998
2159,Yves Touré,18,Ouragahio,Gagnoa,Fromager,5.34,2020
2160,Kouadio Yao,52,Agboville,Agboville,Agnéby-Tiassa,5.8,1990
2161,Koffi N’Guessan,74,Yamoussoukro,Yamoussoukro,Lacs,1.29,2001
2162,Yves Dosso,73,Daloa,Daloa,Sassandra-Marahoué,2.31,1997
2163,Didier Assé,46,Man,Man,Montagnes,3.91,2019
2164,Abdou Yao,111,Guiglo,Man,Montagnes,1.6,1997
2165,Moussa Bamba,15,Man,Man,Montagnes,3.77,2016
2166,Didier Kacou,57,Gagnoa,Gagnoa,Gôh-Djiboua,4.25,2008
2167,Moussa Soro,84,Danané,Man,Montagnes,2.75,2004
2168,Abdou Bamba,50,Divo,Gagnoa,Gôh-Djiboua,1.84,2002
2169,Aristide Touré,114,Vavoua,Daloa,Sassandra-Marahoué,6.61,1995
2170,Ibrahim Fofana,85,Abidjan,Abidjan,Lagunes,1.58,1990
2171,Arnaud Yao,110,Yamoussoukro,Yamoussoukro,Lacs,1.77,1993
2172,Adjoba Kouamé,12,Sassandra,San-Pédro,Bas-Sassandra,0.84,2001
2173,Ibrahim Fofana,44,Vavoua,Daloa,Sassandra-Marahoué,2.0,2001
2174,Yao Yao,24,Divo,Gagnoa,Gôh-Djiboua,7.07,2010
2175,Yves N’Guessan,45,Gagnoa,Gagnoa,Gôh-Djiboua,2.74,1990
2176,Yao Kouassi,41,Tiassalé,Agboville,Agnéby-Tiassa,4.82,2020
2177,Salimata Diabaté,47,Oumé,Gagnoa,Fromager,3.42,1995
2178,Ibrahim Soro,107,Abidjan,Abidjan,Lagunes,0.81,2001
2179,Abdou Traoré,17,Anyama,Abidjan,Lagunes,1.83,2005
2180,Abdou Fofana,49,Sassandra,San-Pédro,Bas-Sassandra,6.18,2020
2181,Aminata Ouattara,24,Bingerville,Abidjan,Lagunes,6.18,1998
2182,Moussa Bamba,20,Yamoussoukro,Yamoussoukro,Lacs,5.08,2018
2183,Gaston Soro,13,Vavoua,Daloa,Sassandra-Marahoué,3.26,2006
2184,Abdou Dosso,8,Tiassalé,Agboville,Agnéby-Tiassa,4.87,1992
2185,Moussa Diabaté,59,Daloa,Daloa,Sassandra-Marahoué,1.88,1992
2186,Kouadio N’Guessan,5,Vavoua,Daloa,Sassandra-Marahoué,9.71,2001
2187,Ismaël Kacou,79,Man,Man,Montagnes,5.63,1996
2188,Abdou Kouamé,45,Man,Man,Montagnes,4.31,2000
2189,Koffi Yao,79,Toumodi,Yamoussoukro,Lacs,4.67,2016
2190,Aya Dosso,69,Divo,Gagnoa,Gôh-Djiboua,1.38,1994
2191,Abdou Diabaté,15,Daloa,Daloa,Sassandra-Marahoué,1.61,2000
2192,Mariam Ouattara,65,Gagnoa,Gagnoa,Gôh-Djiboua,2.63,1991
2193,Aya Traoré,116,Vavoua,Daloa,Sassandra-Marahoué,1.57,2001
2194,Yacouba Bamba,118,Agboville,Agboville,Agnéby-Tiassa,1.79,1996
2195,Mariam Traoré,51,Vavoua,Daloa,Sassandra-Marahoué,3.04,2005
2196,Adjoba Kouamé,48,Agboville,Agboville,Agnéby-Tiassa,1.77,1993
2197,Moussa N’Guessan,17,Abidjan,Abidjan,Lagunes,12.11,2000
2198,Adjoba Ouattara,88,Agboville,Agboville,Agnéby-Tiassa,5.32,2004
2199,Salimata Coulibaly,48,Divo,Gagnoa,Gôh-Djiboua,1.24,2007
2200,Yao Assé,71,Guiglo,Man,Montagnes,3.7,2001
2201,Arnaud Ouattara,30,Gagnoa,Gagnoa,Gôh-Djiboua,1.79,2002
2202,Cédric Ouattara,14,Yamoussoukro,Yamoussoukro,Lacs,5.77,1996
2203,Yves N’Guessan,119,Gagnoa,Gagnoa,Gôh-Djiboua,1.91,2021
2204,Mariam Bamba,30,San-Pédro,San-Pédro,Bas-Sassandra,3.86,2013
2205,Cédric Touré,116,Danané,Man,Montagnes,1.32,2010
2206,Moussa Kacou,40,Man,Man,Montagnes,1.21,2013
2207,Abdou Fofana,12,Agboville,Agboville,Agnéby-Tiassa,6.37,2002
2208,Kouakou Traoré,99,Danané,Man,Montagnes,1.19,1990
2209,Kouadio Ouattara,70,Yamoussoukro,Yamoussoukro,Lacs,4.64,1999
2210,Yao Fofana,22,Agboville,Agboville,Agnéby-Tiassa,2.36,2017
2211,Kouakou Dosso,60,Bingerville,Abidjan,Lagunes,2.74,1999
2212,Ibrahim Dosso,7,San-Pédro,San-Pédro,Bas-Sassandra,1.91,1998
2213,Kouadio Touré,105,Issia,Daloa,Sassandra-Marahoué,2.26,2018
2214,Yacouba Kouamé,24,Daloa,Daloa,Sassandra-Marahoué,1.9,2021
2215,Yacouba Traoré,16,Soubré,San-Pédro,Bas-Sassandra,3.15,1999
2216,Salimata Bamba,30,Man,Man,Montagnes,3.03,2006
2217,Gaston Kacou,90,Soubré,San-Pédro,Bas-Sassandra,3.36,2006
2218,Aminata Touré,100,San-Pédro,San-Pédro,Bas-Sassandra,3.61,2011
2219,Koffi Fofana,67,Gagnoa,Gagnoa,Gôh-Djiboua,1.69,2017
2220,Salimata Kacou,15,Sassandra,San-Pédro,Bas-Sassandra,2.29,2004
2221,Moussa Kouassi,23,Issia,Daloa,Sassandra-Marahoué,3.4,2002
2222,Mariam Kouassi,46,Anyama,Abidjan,Lagunes,3.62,1993
2223,Arnaud Dosso,60,Oumé,Gagnoa,Fromager,2.39,2012
2224,Ismaël Kouassi,10,Tiassalé,Agboville,Agnéby-Tiassa,1.99,1990
2225,Aristide Fofana,27,Bingerville,Abidjan,Lagunes,2.97,1999
2226,Gaston Soro,5,Agboville,Agboville,Agnéby-Tiassa,2.55,2003
2227,Abdou N’Guessan,15,Oumé,Gagnoa,Fromager,2.31,2003
2228,Adjoba Kouassi,15,Sassandra,San-Pédro,Bas-Sassandra,1.46,1996
2229,Ismaël Assé,100,Oumé,Gagnoa,Fromager,1.06,2003
2230,Kouadio Assé,33,Gagnoa,Gagnoa,Gôh-Djiboua,3.61,1999
2231,Abdou N’Guessan,91,Agboville,Agboville,Agnéby-Tiassa,2.55,2007
2232,Aminata Kouamé,113,Divo,Gagnoa,Gôh-Djiboua,7.08,2001
2233,Didier Dosso,109,Soubré,San-Pédro,Bas-Sassandra,2.04,2014
2234,Aya Dosso,109,Toumodi,Yamoussoukro,Lacs,2.64,1999
2235,Didier Coulibaly,103,Yamoussoukro,Yamoussoukro,Lacs,7.21,1998
2236,Aya Kouassi,24,Sassandra,San-Pédro,Bas-Sassandra,2.54,1992
2237,Didier Traoré,60,Agboville,Agboville,Agnéby-Tiassa,2.41,1994
2238,Koffi Yao,24,Gagnoa,Gagnoa,Gôh-Djiboua,3.06,1994
2239,Koffi Coulibaly,43,Sassandra,San-Pédro,Bas-Sassandra,2.67,2008
2240,Yacouba Coulibaly,73,Yamoussoukro,Yamoussoukro,Lacs,1.58,2003
2241,Kouadio N’Guessan,116,Agboville,Agboville,Agnéby-Tiassa,3.62,2019
2242,Arnaud Kouassi,72,Yamoussoukro,Yamoussoukro,Lacs,0.73,2015
2243,Kouakou Soro,75,Daloa,Daloa,Sassandra-Marahoué,4.12,1996
2244,Arnaud Dosso,54,Yamoussoukro,Yamoussoukro,Lacs,4.03,2009
2245,Fatou Bamba,73,Lakota,Gagnoa,Gôh-Djiboua,4.48,2012
2246,Aïcha Dosso,10,Divo,Gagnoa,Gôh-Djiboua,1.97,2009
2247,Kouakou N’Guessan,17,Guiglo,Man,Montagnes,1.5,1993
2248,Ibrahim Diabaté,53,Danané,Man,Montagnes,4.36,2000
2249,Kouadio Traoré,90,Guiglo,Man,Montagnes,2.78,2010
2250,Koffi Coulibaly,87,Soubré,San-Pédro,Bas-Sassandra,3.41,2004
2251,Abdou Assé,115,Lakota,Gagnoa,Gôh-Djiboua,1.39,2001
2252,Yao Traoré,14,Abidjan,Abidjan,Lagunes,2.82,1995
2253,Aïcha Dosso,87,Issia,Daloa,Sassandra-Marahoué,1.16,1991
2254,Yves Soro,107,Yamoussoukro,Yamoussoukro,Lacs,3.4,2003
2255,Cédric Soro,82,Tiassalé,Agboville,Agnéby-Tiassa,4.09,2003
2256,Kouakou Traoré,29,Issia,Daloa,Sassandra-Marahoué,5.12,1991
2257,Arnaud Dosso,95,Yamoussoukro,Yamoussoukro,Lacs,2.42,1997
2258,Aminata Assé,9,Vavoua,Daloa,Sassandra-Marahoué,3.17,2011
2259,Yacouba Ouattara,74,Soubré,San-Pédro,Bas-Sassandra,2.2,2000
2260,Salimata Bamba,73,Toumodi,Yamoussoukro,Lacs,4.25,1993
2261,Aïcha Assé,80,San-Pédro,San-Pédro,Bas-Sassandra,1.97,2015
2262,Aya Fofana,68,Danané,Man,Montagnes,2.53,2007
2263,Arnaud Soro,8,Daloa,Daloa,Sassandra-Marahoué,3.0,2003
2264,Yacouba Dosso,49,Soubré,San-Pédro,Bas-Sassandra,6.4,2021
2265,Aristide Kacou,113,Lakota,Gagnoa,Gôh-Djiboua,1.7,1999
2266,Mariam Dosso,53,Danané,Man,Montagnes,3.21,2004
2267,Gaston Kacou,77,Bingerville,Abidjan,Lagunes,0.65,2019
2268,Arnaud Fofana,58,Daloa,Daloa,Sassandra-Marahoué,2.96,2013
2269,Aïcha Traoré,78,Danané,Man,Montagnes,4.91,2000
2270,Ibrahim Kacou,12,Man,Man,Montagnes,1.72,2013
2271,Salimata Soro,17,Bingerville,Abidjan,Lagunes,2.52,2018
2272,Yao Kouamé,13,Abidjan,Abidjan,Lagunes,2.35,2017
2273,Yves Diabaté,34,Agboville,Agboville,Agnéby-Tiassa,1.28,2009
2274,Kouadio Bamba,115,Yamoussoukro,Yamoussoukro,Lacs,3.94,1996
2275,Moussa Yao,63,Abidjan,Abidjan,Lagunes,3.04,2012
2276,Yacouba Bamba,93,Abidjan,Abidjan,Lagunes,2.67,1999
2277,Aya Kouassi,39,Oumé,Gagnoa,Fromager,4.25,2007
2278,Yao Traoré,90,Bingerville,Abidjan,Lagunes,3.29,2009
2279,Aminata Yao,47,Toumodi,Yamoussoukro,Lacs,1.78,1998
2280,Fatou Fofana,13,Agboville,Agboville,Agnéby-Tiassa,4.11,2000
2281,Didier Kouassi,47,Gagnoa,Gagnoa,Gôh-Djiboua,1.42,2001
2282,Yacouba Kouassi,105,Abidjan,Abidjan,Lagunes,5.54,1992
2283,Abdou Fofana,26,Daloa,Daloa,Sassandra-Marahoué,1.63,1995
2284,Aminata Traoré,76,Divo,Gagnoa,Gôh-Djiboua,4.68,2005
2285,Ibrahim Traoré,61,Tiassalé,Agboville,Agnéby-Tiassa,8.97,2021
2286,Kouakou N’Guessan,69,Tiassalé,Agboville,Agnéby-Tiassa,4.41,1992
2287,Koffi Bamba,20,Daloa,Daloa,Sassandra-Marahoué,1.46,2009
2288,Kouakou Assé,34,Yamoussoukro,Yamoussoukro,Lacs,0.81,2003
2289,Moussa Soro,4,Yamoussoukro,Yamoussoukro,Lacs,1.15,2012
2290,Aristide Yao,80,Divo,Gagnoa,Gôh-Djiboua,1.83,2017
2291,Arnaud Kouassi,35,Gagnoa,Gagnoa,Gôh-Djiboua,5.81,2018
2292,Koffi Koné,66,Abidjan,Abidjan,Lagunes,2.09,2017
2293,Fatou Traoré,107,Oumé,Gagnoa,Fromager,3.14,2011
2294,Mariam Kacou,19,Yamoussoukro,Yamoussoukro,Lacs,3.85,1999
2295,Yves Koné,42,Man,Man,Montagnes,5.94,2000
2296,Salimata Diabaté,17,Toumodi,Yamoussoukro,Lacs,3.68,2001
2297,Aminata Kacou,76,Daloa,Daloa,Sassandra-Marahoué,2.78,2016
2298,Yacouba Koné,59,Danané,Man,Montagnes,2.12,2013
2299,Ibrahim Soro,51,Divo,Gagnoa,Gôh-Djiboua,1.96,1998
2300,Ibrahim Fofana,77,Soubré,San-Pédro,Bas-Sassandra,2.65,2005
2301,Kouakou Fofana,22,Abidjan,Abidjan,Lagunes,5.73,1991
2302,Abdou Coulibaly,44,Daloa,Daloa,Sassandra-Marahoué,3.27,2014
2303,Kouakou Koné,91,Vavoua,Daloa,Sassandra-Marahoué,1.72,2013
2304,Yves Fofana,68,Issia,Daloa,Sassandra-Marahoué,3.24,2016
2305,Yves Coulibaly,18,Oumé,Gagnoa,Fromager,4.67,2018
2306,Adjoba Kouassi,119,Sassandra,San-Pédro,Bas-Sassandra,2.94,1996
2307,Aïcha N’Guessan,22,Issia,Daloa,Sassandra-Marahoué,0.93,1998
2308,Yao Ouattara,54,Issia,Daloa,Sassandra-Marahoué,2.43,2011
2309,Ibrahim Traoré,105,Lakota,Gagnoa,Gôh-Djiboua,4.53,2019
2310,Ibrahim Diabaté,4,Gagnoa,Gagnoa,Gôh-Djiboua,2.89,2005
2311,Aminata Assé,90,Oumé,Gagnoa,Fromager,0.93,1995
2312,Abdou Dosso,71,Agboville,Agboville,Agnéby-Tiassa,6.61,2018
2313,Yao Koné,39,Agboville,Agboville,Agnéby-Tiassa,4.39,2003
2314,Moussa Yao,80,Sassandra,San-Pédro,Bas-Sassandra,1.16,2013
2315,Moussa N’Guessan,109,Lakota,Gagnoa,Gôh-Djiboua,3.04,1991
2316,Kouadio Kouassi,71,Anyama,Abidjan,Lagunes,3.96,2012
2317,Kouadio Kouamé,53,Gagnoa,Gagnoa,Gôh-Djiboua,4.1,2017
2318,Aminata Koné,86,Soubré,San-Pédro,Bas-Sassandra,2.32,2017
2319,Moussa Traoré,114,Man,Man,Montagnes,1.44,2015
2320,Kouakou Soro,79,Bingerville,Abidjan,Lagunes,1.24,2006
2321,Aya Yao,51,Soubré,San-Pédro,Bas-Sassandra,1.7,2006
2322,Moussa Yao,38,Vavoua,Daloa,Sassandra-Marahoué,2.69,2016
2323,Gaston Traoré,115,Daloa,Daloa,Sassandra-Marahoué,2.55,2001
2324,Kouakou Soro,42,Divo,Gagnoa,Gôh-Djiboua,2.02,2007
2325,Aïcha Dosso,13,Soubré,San-Pédro,Bas-Sassandra,1.07,2009
2326,Kouakou Bamba,56,Gagnoa,Gagnoa,Gôh-Djiboua,2.9,1993
2327,Yves Assé,12,Oumé,Gagnoa,Fromager,2.91,1997
2328,Moussa Soro,49,Danané,Man,Montagnes,1.23,2019
2329,Salimata Traoré,39,Anyama,Abidjan,Lagunes,2.96,2012
2330,Kouadio Diabaté,105,Agboville,Agboville,Agnéby-Tiassa,5.64,1997
2331,Aristide Kouassi,29,Vavoua,Daloa,Sassandra-Marahoué,7.92,1992
2332,Cédric Soro,18,Abidjan,Abidjan,Lagunes,1.88,2010
2333,Ibrahim Kouamé,101,Guiglo,Man,Montagnes,3.16,1999
2334,Aïcha Ouattara,13,Bingerville,Abidjan,Lagunes,4.88,2014
2335,Yves Diabaté,89,Oumé,Gagnoa,Fromager,3.58,2016
2336,Aminata Diabaté,42,Abidjan,Abidjan,Lagunes,3.24,2012
2337,Ibrahim Kacou,18,Anyama,Abidjan,Lagunes,3.86,2003
2338,Adjoba Kouamé,9,Tiassalé,Agboville,Agnéby-Tiassa,3.19,1998
2339,Fatou Coulibaly,6,Anyama,Abidjan,Lagunes,7.64,2015
2340,Ibrahim Yao,3,Agboville,Agboville,Agnéby-Tiassa,4.11,2010
2341,Arnaud Kacou,52,Danané,Man,Montagnes,2.29,2010
2342,Aya Assé,64,Soubré,San-Pédro,Bas-Sassandra,2.81,1994
2343,Yves Kouassi,84,Danané,Man,Montagnes,4.39,1991
2344,Aïcha Kouassi,56,Danané,Man,Montagnes,5.25,2001
2345,Salimata Fofana,118,Tiassalé,Agboville,Agnéby-Tiassa,5.82,1994
2346,Gaston Kouassi,18,Abidjan,Abidjan,Lagunes,3.62,2003
2347,Koffi Dosso,13,Gagnoa,Gagnoa,Gôh-Djiboua,1.47,2009
2348,Yves Traoré,111,Toumodi,Yamoussoukro,Lacs,4.03,1996
2349,Aristide Bamba,2,Divo,Gagnoa,Gôh-Djiboua,5.93,2014
2350,Gaston Kacou,49,Gagnoa,Gagnoa,Gôh-Djiboua,2.11,2013
2351,Fatou Coulibaly,58,Issia,Daloa,Sassandra-Marahoué,4.49,2001
2352,Salimata Ouattara,55,Yamoussoukro,Yamoussoukro,Lacs,2.19,2018
2353,Salimata Kacou,49,Anyama,Abidjan,Lagunes,4.42,2000
2354,Kouakou Diabaté,39,Lakota,Gagnoa,Gôh-Djiboua,5.37,2020
2355,Aminata Koné,73,Tiassalé,Agboville,Agnéby-Tiassa,0.86,2018
2356,Mariam Kouassi,100,San-Pédro,San-Pédro,Bas-Sassandra,1.44,1999
2357,Kouakou Ouattara,103,Anyama,Abidjan,Lagunes,5.38,2008
2358,Cédric Fofana,73,Daloa,Daloa,Sassandra-Marahoué,1.56,2016
2359,Aya Traoré,17,Issia,Daloa,Sassandra-Marahoué,2.02,2002
2360,Cédric Soro,34,Lakota,Gagnoa,Gôh-Djiboua,1.47,2000
2361,Aïcha Koné,77,Divo,Gagnoa,Gôh-Djiboua,2.18,2008
2362,Yacouba Dosso,38,Anyama,Abidjan,Lagunes,1.04,1993
2363,Abdou N’Guessan,38,Abidjan,Abidjan,Lagunes,3.5,1994
2364,Yves Touré,56,Yamoussoukro,Yamoussoukro,Lacs,2.29,2015
2365,Ismaël N’Guessan,98,Man,Man,Montagnes,5.67,1990
2366,Adjoba Touré,32,Daloa,Daloa,Sassandra-Marahoué,3.17,1994
2367,Aristide Assé,44,Agboville,Agboville,Agnéby-Tiassa,3.53,1993
2368,Adjoba Ouattara,105,Guiglo,Man,Montagnes,4.66,2021
2369,Yao Ouattara,82,Abidjan,Abidjan,Lagunes,3.51,2009
2370,Yao Ouattara,117,Toumodi,Yamoussoukro,Lacs,3.46,2013
2371,Didier Ouattara,14,Tiassalé,Agboville,Agnéby-Tiassa,1.06,2007
2372,Kouadio Coulibaly,47,Issia,Daloa,Sassandra-Marahoué,1.89,1997
2373,Kouadio Coulibaly,100,Yamoussoukro,Yamoussoukro,Lacs,3.66,2005
2374,Ibrahim Fofana,55,Vavoua,Daloa,Sassandra-Marahoué,3.55,2005
2375,Arnaud Fofana,38,Guiglo,Man,Montagnes,1.56,2020
2376,Koffi N’Guessan,69,Ouragahio,Gagnoa,Fromager,4.8,2012
2377,Moussa Traoré,94,Bingerville,Abidjan,Lagunes,1.52,1993
2378,Mariam Soro,5,Guiglo,Man,Montagnes,3.46,2020
2379,Aristide Diabaté,33,Lakota,Gagnoa,Gôh-Djiboua,2.26,2011
2380,Moussa Koné,42,Guiglo,Man,Montagnes,5.57,2008
2381,Yao Touré,88,Danané,Man,Montagnes,1.86,1992
2382,Yacouba Touré,22,Sassandra,San-Pédro,Bas-Sassandra,2.04,1999
2383,Ibrahim Koné,29,Oumé,Gagnoa,Fromager,3.54,2010
2384,Cédric Traoré,37,Toumodi,Yamoussoukro,Lacs,4.28,2019
2385,Yves Kacou,72,Man,Man,Montagnes,4.93,1997
2386,Adjoba Fofana,86,Abidjan,Abidjan,Lagunes,7.18,2001
2387,Kouadio Kouamé,109,Abidjan,Abidjan,Lagunes,1.78,1992
2388,Adjoba N’Guessan,62,Agboville,Agboville,Agnéby-Tiassa,3.9,2013
2389,Yves N’Guessan,33,Daloa,Daloa,Sassandra-Marahoué,1.62,2003
2390,Ismaël Assé,8,Yamoussoukro,Yamoussoukro,Lacs,7.16,2016
2391,Mariam Soro,50,Guiglo,Man,Montagnes,2.74,2010
2392,Kouadio Ouattara,104,Tiassalé,Agboville,Agnéby-Tiassa,4.21,1992
2393,Cédric Traoré,95,Lakota,Gagnoa,Gôh-Djiboua,3.71,1992
2394,Yao Traoré,13,Danané,Man,Montagnes,3.54,2018
2395,Kouadio Touré,73,Toumodi,Yamoussoukro,Lacs,3.08,1992
2396,Yao Yao,112,Yamoussoukro,Yamoussoukro,Lacs,2.35,2006
2397,Adjoba Kacou,49,Bingerville,Abidjan,Lagunes,4.41,1990
2398,Ibrahim N’Guessan,108,Divo,Gagnoa,Gôh-Djiboua,4.85,2010
2399,Salimata Coulibaly,102,Sassandra,San-Pédro,Bas-Sassandra,2.2,2021
